연료원,발전기명,설비용량,시작일,시작시간,종료일,종료시간,광역지역,세부지역
LNG,GS당진GT#1,161.0,2025-02-16,18:00,2025-02-21,23:59,충남,충청남도 당진군
LNG,GS당진GT#1,161.0,2025-10-19,18:00,2025-10-25,0:00,충남,충청남도 당진군
LNG,GS당진GT#1,161.0,2025-10-27,10:00,2025-10-27,19:00,충남,충청남도 당진군
LNG,GS당진GT#1,161.0,2025-10-28,8:00,2025-10-28,19:00,충남,충청남도 당진군
LNG,GS당진GT#1,161.0,2025-10-29,11:00,2025-10-29,15:00,충남,충청남도 당진군
LNG,GS당진GT#2,161.0,2025-02-17,0:00,2025-02-21,23:59,충남,충청남도 당진군
LNG,GS당진GT#2,161.0,2025-10-20,0:00,2025-10-25,0:00,충남,충청남도 당진군
LNG,GS당진GT#2,161.0,2025-10-27,10:00,2025-10-27,19:00,충남,충청남도 당진군
LNG,GS당진GT#2,161.0,2025-10-28,8:00,2025-10-28,19:00,충남,충청남도 당진군
LNG,GS당진GT#2,161.0,2025-10-29,11:00,2025-10-29,15:00,충남,충청남도 당진군
LNG,GS당진GT#3,174.5,2025-03-02,0:00,2025-03-07,0:00,충남,충청남도 당진군
LNG,GS당진GT#3,174.5,2025-03-09,0:00,2025-03-11,0:00,충남,충청남도 당진군
LNG,GS당진GT#3,174.5,2025-03-11,10:00,2025-03-11,18:00,충남,충청남도 당진군
LNG,GS당진GT#3,174.5,2025-03-12,9:00,2025-03-12,18:00,충남,충청남도 당진군
LNG,GS당진GT#3,174.5,2025-03-13,10:00,2025-03-13,13:00,충남,충청남도 당진군
LNG,GS당진GT#3,174.5,2025-10-03,0:00,2025-12-08,23:59,충남,충청남도 당진군
LNG,GS당진GT#4,174.5,2025-03-02,0:00,2025-03-07,0:00,충남,충청남도 당진군
LNG,GS당진GT#4,174.5,2025-03-09,0:00,2025-03-11,0:00,충남,충청남도 당진군
LNG,GS당진GT#4,174.5,2025-03-11,10:00,2025-03-11,18:00,충남,충청남도 당진군
LNG,GS당진GT#4,174.5,2025-03-12,9:00,2025-03-12,18:00,충남,충청남도 당진군
LNG,GS당진GT#4,174.5,2025-03-13,10:00,2025-03-13,13:00,충남,충청남도 당진군
LNG,GS당진GT#4,174.5,2025-10-03,0:00,2025-12-08,23:59,충남,충청남도 당진군
LNG,GS당진GT#5,243.0,2025-03-16,0:00,2025-03-22,0:00,충남,충청남도 당진군
LNG,GS당진GT#5,243.0,2025-10-14,0:00,2025-10-16,23:59,충남,충청남도 당진군
LNG,GS당진GT#6,269.8,2025-04-05,0:00,2025-04-10,23:59,충남,충청남도 당진군
LNG,GS당진GT#6,269.8,2025-12-13,0:00,2025-12-15,18:00,충남,충청남도 당진군
LNG,GS당진GT#7,269.8,2025-04-05,0:00,2025-04-10,23:59,충남,충청남도 당진군
LNG,GS당진GT#7,269.8,2025-12-13,0:00,2025-12-15,18:00,충남,충청남도 당진군
LNG,GS당진ST#1,178.8,2025-02-17,0:00,2025-02-21,23:59,충남,충청남도 당진군
LNG,GS당진ST#1,178.8,2025-10-20,0:00,2025-10-25,0:00,충남,충청남도 당진군
LNG,GS당진ST#1,178.8,2025-10-27,10:00,2025-10-27,19:00,충남,충청남도 당진군
LNG,GS당진ST#1,178.8,2025-10-28,8:00,2025-10-28,19:00,충남,충청남도 당진군
LNG,GS당진ST#1,178.8,2025-10-29,11:00,2025-10-29,15:00,충남,충청남도 당진군
LNG,GS당진ST#2,183.0,2025-03-02,0:00,2025-03-07,0:00,충남,충청남도 당진군
LNG,GS당진ST#2,183.0,2025-03-09,0:00,2025-03-11,0:00,충남,충청남도 당진군
LNG,GS당진ST#2,183.0,2025-03-11,10:00,2025-03-11,18:00,충남,충청남도 당진군
LNG,GS당진ST#2,183.0,2025-03-12,9:00,2025-03-12,18:00,충남,충청남도 당진군
LNG,GS당진ST#2,183.0,2025-03-13,10:00,2025-03-13,13:00,충남,충청남도 당진군
LNG,GS당진ST#2,183.0,2025-10-10,0:00,2025-12-08,23:59,충남,충청남도 당진군
LNG,GS당진ST#3,139.0,2025-03-16,0:00,2025-03-22,0:00,충남,충청남도 당진군
LNG,GS당진ST#3,139.0,2025-10-14,0:00,2025-10-16,23:59,충남,충청남도 당진군
LNG,GS당진ST#4,306.4,2025-04-05,0:00,2025-04-10,23:59,충남,충청남도 당진군
LNG,GS당진ST#4,306.4,2025-12-13,0:00,2025-12-15,18:00,충남,충청남도 당진군
수력,강릉#1,41.0,2001-03-01,0:00,2030-12-31,23:59,강원,강원도 강릉시
수력,강릉#2,41.0,2001-03-01,0:00,2030-12-31,23:59,강원,강원도 강릉시
Coal,강릉안인#1,1040.0,2025-06-13,9:00,2025-06-16,0:00,강원,강원도 강릉시
Coal,강릉안인#1,1040.0,2025-10-10,0:00,2025-10-23,0:00,강원,강원도 강릉시
Coal,강릉안인#2,1040.0,2025-03-04,0:00,2025-06-04,0:00,강원,강원도 강릉시
Nuclear,고리#2,650.0,2023-04-08,0:00,2026-02-10,23:59,부산,부산광역시 기장군(부산광역시)
Nuclear,고리#3,950.0,2024-09-28,0:00,2026-07-12,23:59,부산,부산광역시 기장군(부산광역시)
Nuclear,고리#4,950.0,2025-08-06,0:00,2026-07-12,23:59,부산,부산광역시 기장군(부산광역시)
Coal,고성#1,1040.0,2025-03-03,0:00,2025-05-08,0:00,경남,경상남도 고성군
Coal,고성#1,1040.0,2025-08-31,0:00,2025-09-01,0:00,경남,경상남도 고성군
Coal,고성#1,1040.0,2025-11-08,0:00,2025-11-11,23:55,경남,경상남도 고성군
Coal,고성#1,1040.0,2025-11-27,0:00,2025-12-13,0:00,경남,경상남도 고성군
Coal,고성#2,1040.0,2025-01-31,0:00,2025-02-10,0:00,경남,경상남도 고성군
Coal,고성#2,1040.0,2025-05-19,0:00,2025-05-26,0:00,경남,경상남도 고성군
Coal,고성#2,1040.0,2025-09-26,0:00,2025-10-05,0:00,경남,경상남도 고성군
LNG,광교GT#1,102.6,2025-04-13,17:00,2025-06-17,0:00,,
LNG,광교GT#1,102.6,2025-07-05,0:00,2025-07-07,15:00,,
LNG,광교GT#1,102.6,2025-07-08,7:00,2025-07-08,13:00,,
LNG,광교GT#1,102.6,2025-07-10,7:00,2025-07-10,13:00,,
LNG,광교GT#1,102.6,2025-08-23,0:00,2025-08-25,0:00,,
LNG,광교GT#1,102.6,2025-10-14,16:00,2025-10-14,19:00,,
LNG,광교GT#1,102.6,2025-10-26,0:00,2025-10-27,0:00,,
LNG,광교GT#1,102.6,2025-11-04,8:00,2025-11-04,19:00,,
LNG,광교GT#1,102.6,2025-11-05,8:00,2025-11-05,19:00,,
LNG,광교GT#1,102.6,2025-11-06,8:00,2025-11-06,19:00,,
LNG,광교GT#1,102.6,2025-11-07,8:00,2025-11-07,19:00,,
LNG,광교GT#1,102.6,2025-11-22,7:00,2025-11-22,18:00,,
LNG,광교ST#1,42.2,2025-04-13,17:00,2025-06-17,0:00,,
LNG,광교ST#1,42.2,2025-07-05,0:00,2025-07-07,15:00,,
LNG,광교ST#1,42.2,2025-07-08,7:00,2025-07-08,13:00,,
LNG,광교ST#1,42.2,2025-07-10,7:00,2025-07-10,13:00,,
LNG,광교ST#1,42.2,2025-08-23,0:00,2025-08-25,0:00,,
LNG,광교ST#1,42.2,2025-10-14,16:00,2025-10-14,19:00,,
LNG,광교ST#1,42.2,2025-10-26,0:00,2025-10-27,0:00,,
LNG,광교ST#1,42.2,2025-11-04,8:00,2025-11-04,19:00,,
LNG,광교ST#1,42.2,2025-11-05,8:00,2025-11-05,19:00,,
LNG,광교ST#1,42.2,2025-11-06,8:00,2025-11-06,19:00,,
LNG,광교ST#1,42.2,2025-11-07,8:00,2025-11-07,19:00,,
LNG,광교ST#1,42.2,2025-11-22,7:00,2025-11-22,18:00,,
LNG,광양GT#1,153.1,2025-01-25,0:00,2025-01-27,23:59,전남,전라남도 광양시
LNG,광양GT#1,153.1,2025-02-02,0:00,2025-02-14,23:59,전남,전라남도 광양시
LNG,광양GT#1,153.1,2025-05-01,0:00,2025-05-08,23:59,전남,전라남도 광양시
LNG,광양GT#1,153.1,2025-09-06,0:00,2025-09-07,23:59,전남,전라남도 광양시
LNG,광양GT#1,153.1,2025-10-03,0:00,2025-10-07,23:59,전남,전라남도 광양시
LNG,광양GT#2,153.1,2025-01-25,0:00,2025-01-27,23:59,전남,전라남도 광양시
LNG,광양GT#2,153.1,2025-02-02,0:00,2025-02-14,23:59,전남,전라남도 광양시
LNG,광양GT#2,153.1,2025-05-01,0:00,2025-05-08,23:59,전남,전라남도 광양시
LNG,광양GT#2,153.1,2025-09-06,0:00,2025-09-07,23:59,전남,전라남도 광양시
LNG,광양GT#2,153.1,2025-10-03,0:00,2025-10-07,23:59,전남,전라남도 광양시
LNG,광양GT#3,153.1,2025-01-28,0:00,2025-01-30,23:59,전남,전라남도 광양시
LNG,광양GT#3,153.1,2025-05-01,0:00,2025-05-06,23:59,전남,전라남도 광양시
LNG,광양GT#3,153.1,2025-09-06,0:00,2025-09-07,23:59,전남,전라남도 광양시
LNG,광양GT#3,153.1,2025-10-03,0:00,2025-10-07,23:59,전남,전라남도 광양시
LNG,광양GT#4,153.1,2025-01-28,0:00,2025-01-30,23:59,전남,전라남도 광양시
LNG,광양GT#4,153.1,2025-05-01,0:00,2025-05-06,23:59,전남,전라남도 광양시
LNG,광양GT#4,153.1,2025-09-06,0:00,2025-09-07,23:59,전남,전라남도 광양시
LNG,광양GT#4,153.1,2025-10-03,0:00,2025-10-07,23:59,전남,전라남도 광양시
LNG,광양ST#1,188.4,2025-01-25,0:00,2025-01-27,23:59,전남,전라남도 광양시
LNG,광양ST#1,188.4,2025-02-02,0:00,2025-02-14,23:59,전남,전라남도 광양시
LNG,광양ST#1,188.4,2025-05-01,0:00,2025-05-08,23:59,전남,전라남도 광양시
LNG,광양ST#1,188.4,2025-09-06,0:00,2025-09-07,23:59,전남,전라남도 광양시
LNG,광양ST#1,188.4,2025-10-03,0:00,2025-10-07,23:59,전남,전라남도 광양시
LNG,광양ST#2,188.4,2025-01-28,0:00,2025-01-30,23:59,전남,전라남도 광양시
LNG,광양ST#2,188.4,2025-05-01,0:00,2025-05-06,23:59,전남,전라남도 광양시
LNG,광양ST#2,188.4,2025-09-06,0:00,2025-09-07,23:59,전남,전라남도 광양시
LNG,광양ST#2,188.4,2025-10-03,0:00,2025-10-07,23:59,전남,전라남도 광양시
LNG,군산GT#1,233.3,2025-02-17,0:00,2025-04-30,0:00,전북,전라북도 군산시
LNG,군산GT#1,233.3,2025-06-19,0:00,2025-06-22,0:00,전북,전라북도 군산시
LNG,군산GT#1,233.3,2025-08-07,0:00,2025-08-10,0:00,전북,전라북도 군산시
LNG,군산GT#2,233.3,2025-02-17,0:00,2025-04-30,0:00,전북,전라북도 군산시
LNG,군산GT#2,233.3,2025-06-19,0:00,2025-06-22,0:00,전북,전라북도 군산시
LNG,군산GT#2,233.3,2025-08-07,0:00,2025-08-10,0:00,전북,전라북도 군산시
LNG,군산ST#1,251.8,2025-02-17,0:00,2025-04-30,0:00,전북,전라북도 군산시
LNG,군산ST#1,251.8,2025-06-19,0:00,2025-06-22,0:00,전북,전라북도 군산시
LNG,군산ST#1,251.8,2025-08-07,0:00,2025-08-10,0:00,전북,전라북도 군산시
LNG,김포GT#1,229.6,2024-12-25,0:00,2024-12-26,21:00,경기,경기도 김포시
LNG,김포GT#1,229.6,2025-03-15,0:00,2026-01-11,0:00,경기,경기도 김포시
LNG,김포ST#1,120.8,2024-12-25,0:00,2024-12-26,21:00,경기,경기도 김포시
LNG,김포ST#1,120.8,2025-03-15,0:00,2026-01-11,0:00,경기,경기도 김포시
바이오중유,남제주#1,100.0,2025-05-17,0:00,2025-07-04,0:00,제주,제주특별자치도 서귀포시
바이오중유,남제주#1,100.0,2025-10-20,0:00,2025-10-24,0:00,제주,제주특별자치도 서귀포시
바이오중유,남제주#2,100.0,2025-06-04,0:00,2025-06-19,0:00,제주,제주특별자치도 서귀포시
바이오중유,남제주#2,100.0,2025-10-21,0:00,2025-10-25,0:00,제주,제주특별자치도 서귀포시
LNG,남제주복합GT#1,51.1,2025-03-04,0:00,2025-03-17,0:00,,
LNG,남제주복합GT#1,51.1,2025-04-14,0:00,2025-04-15,0:00,,
LNG,남제주복합GT#1,51.1,2025-05-01,13:00,2025-05-03,0:00,,
LNG,남제주복합GT#1,51.1,2025-05-06,16:00,2025-05-07,4:00,,
LNG,남제주복합GT#1,51.1,2025-05-07,16:00,2025-05-08,0:00,,
LNG,남제주복합GT#1,51.1,2025-05-31,0:00,2025-06-03,0:00,,
LNG,남제주복합GT#1,51.1,2025-09-19,0:00,2025-09-21,0:00,,
LNG,남제주복합GT#1,51.1,2025-10-03,0:00,2025-10-04,0:00,,
LNG,남제주복합GT#1,51.1,2025-11-09,0:00,2025-11-10,0:00,,
LNG,남제주복합GT#1,51.1,2025-12-06,0:00,2025-12-08,0:00,,
LNG,남제주복합GT#2,51.1,2025-03-04,0:00,2025-03-17,0:00,,
LNG,남제주복합GT#2,51.1,2025-04-14,0:00,2025-04-15,0:00,,
LNG,남제주복합GT#2,51.1,2025-05-06,16:00,2025-05-07,1:00,,
LNG,남제주복합GT#2,51.1,2025-05-07,16:00,2025-05-08,3:00,,
LNG,남제주복합GT#2,51.1,2025-05-31,0:00,2025-06-03,0:00,,
LNG,남제주복합GT#2,51.1,2025-09-20,0:00,2025-09-22,0:00,,
LNG,남제주복합GT#2,51.1,2025-11-09,0:00,2025-11-10,0:00,,
LNG,남제주복합GT#2,51.1,2025-12-03,0:00,2025-12-07,0:00,,
LNG,남제주복합ST#1,56.7,2025-03-04,0:00,2025-03-17,0:00,,
LNG,남제주복합ST#1,56.7,2025-04-14,0:00,2025-04-15,0:00,,
LNG,남제주복합ST#1,56.7,2025-05-06,16:00,2025-05-07,1:00,,
LNG,남제주복합ST#1,56.7,2025-05-07,16:00,2025-05-08,0:00,,
LNG,남제주복합ST#1,56.7,2025-05-31,0:00,2025-06-03,0:00,,
LNG,남제주복합ST#1,56.7,2025-06-06,0:00,2025-06-07,0:00,,
LNG,남제주복합ST#1,56.7,2025-06-29,0:00,2025-06-30,0:00,,
LNG,남제주복합ST#1,56.7,2025-08-03,9:00,2025-08-03,12:00,,
LNG,남제주복합ST#1,56.7,2025-09-20,0:00,2025-09-21,0:00,,
LNG,남제주복합ST#1,56.7,2025-11-09,0:00,2025-11-10,0:00,,
LNG,남제주복합ST#1,56.7,2025-12-06,0:00,2025-12-07,0:00,,
LNG,내포그린GT#1,329.0,2025-01-20,0:00,2025-01-21,8:00,충남,충청남도 예산군
LNG,내포그린GT#1,329.0,2025-02-16,0:00,2025-02-17,0:00,충남,충청남도 예산군
LNG,내포그린GT#1,329.0,2025-03-29,0:00,2025-04-12,0:00,충남,충청남도 예산군
LNG,내포그린GT#1,329.0,2025-05-18,10:00,2025-05-18,16:00,충남,충청남도 예산군
LNG,내포그린GT#1,329.0,2025-08-02,3:00,2025-08-03,3:00,충남,충청남도 예산군
LNG,내포그린GT#1,329.0,2025-09-13,0:00,2025-09-15,10:00,충남,충청남도 예산군
LNG,내포그린GT#1,329.0,2025-10-20,21:00,2025-10-21,5:00,충남,충청남도 예산군
LNG,내포그린GT#1,329.0,2025-11-15,0:00,2025-11-18,0:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-01-20,0:00,2025-01-21,8:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-02-16,0:00,2025-02-17,0:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-03-29,0:00,2025-04-12,0:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-05-18,10:00,2025-05-18,16:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-08-02,3:00,2025-08-03,3:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-09-13,0:00,2025-09-15,10:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-10-20,21:00,2025-10-21,5:00,충남,충청남도 예산군
LNG,내포그린ST#1,166.0,2025-11-15,0:00,2025-11-18,0:00,충남,충청남도 예산군
LNG,노원열병합,37.0,2025-01-17,0:00,2025-01-20,23:59,서울,서울특별시 노원구(서울특별시)
LNG,노원열병합,37.0,2025-05-24,0:00,2025-05-29,23:59,서울,서울특별시 노원구(서울특별시)
LNG,노원열병합,37.0,2025-08-15,0:00,2025-11-07,23:59,서울,서울특별시 노원구(서울특별시)
LNG,논현열병합,24.0,2025-05-15,0:00,2025-06-01,0:00,인천,인천광역시 남동구
LNG,논현열병합,24.0,2025-10-22,13:00,2025-10-23,12:59,인천,인천광역시 남동구
Coal,당진#1,500.0,2025-10-06,0:00,2025-12-20,0:00,충남,충청남도 당진시
Coal,당진#10,1020.0,2025-03-04,0:00,2025-06-26,0:00,충남,충청남도 당진시
Coal,당진#10,1020.0,2025-11-05,0:00,2025-11-23,0:00,충남,충청남도 당진시
Coal,당진#2,500.0,2023-12-01,0:00,2025-06-01,0:00,충남,충청남도 당진시
Coal,당진#3,500.0,2023-09-08,0:00,2025-03-01,0:00,충남,충청남도 당진시
Coal,당진#3,500.0,2025-06-25,0:00,2025-07-11,0:00,충남,충청남도 당진시
Coal,당진#3,500.0,2025-11-15,0:00,2025-11-22,0:00,충남,충청남도 당진시
Coal,당진#4,500.0,2025-06-16,0:00,2025-06-28,0:00,충남,충청남도 당진시
Coal,당진#4,500.0,2025-11-22,0:00,2025-11-29,0:00,충남,충청남도 당진시
Coal,당진#5,500.0,2025-07-06,0:00,2025-07-07,6:00,충남,충청남도 당진시
Coal,당진#5,500.0,2025-08-29,0:00,2025-09-01,0:00,충남,충청남도 당진시
Coal,당진#5,500.0,2025-11-14,0:00,2025-11-24,0:00,충남,충청남도 당진시
Coal,당진#5,500.0,2025-11-28,0:00,2025-12-19,0:00,충남,충청남도 당진시
Coal,당진#6,500.0,2025-03-28,8:00,2025-03-29,0:00,충남,충청남도 당진시
Coal,당진#6,500.0,2025-07-15,0:00,2025-07-21,0:00,충남,충청남도 당진시
Coal,당진#6,500.0,2025-08-10,0:00,2025-08-22,0:00,충남,충청남도 당진시
Coal,당진#6,500.0,2025-12-01,0:00,2025-12-09,0:00,충남,충청남도 당진시
Coal,당진#7,500.0,2024-12-29,0:00,2025-01-01,0:00,충남,충청남도 당진시
Coal,당진#7,500.0,2025-02-03,0:00,2025-06-04,0:00,충남,충청남도 당진시
Coal,당진#8,500.0,2025-03-04,0:00,2025-03-11,0:00,충남,충청남도 당진시
Coal,당진#8,500.0,2025-03-24,0:00,2025-05-01,0:00,충남,충청남도 당진시
Coal,당진#8,500.0,2025-08-18,0:00,2025-12-23,0:00,충남,충청남도 당진시
Coal,당진#9,1020.0,2025-04-03,0:00,2025-04-12,0:00,충남,충청남도 당진시
Coal,당진#9,1020.0,2025-06-25,0:00,2025-07-09,0:00,충남,충청남도 당진시
Coal,당진#9,1020.0,2025-10-18,0:00,2025-10-29,0:00,충남,충청남도 당진시
LNG,대구GT#1,166.7,2025-02-28,0:00,2025-03-01,0:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-03-15,3:00,2025-03-17,0:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-04-12,0:00,2025-04-13,0:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-04-19,0:00,2025-04-21,6:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-04-28,0:00,2025-06-11,0:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-06-22,0:00,2025-07-07,0:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-10-10,0:00,2025-10-16,0:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-11-08,0:00,2025-11-09,6:00,대구,대구광역시 동구
LNG,대구GT#1,166.7,2025-11-26,0:00,2025-11-30,0:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-02-28,0:00,2025-03-01,0:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-03-15,3:00,2025-03-17,0:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-04-12,0:00,2025-04-13,0:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-04-19,0:00,2025-04-21,6:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-04-28,0:00,2025-06-11,0:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-06-22,0:00,2025-07-07,0:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-10-10,0:00,2025-10-16,0:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-11-08,0:00,2025-11-09,6:00,대구,대구광역시 동구
LNG,대구ST#1,103.3,2025-11-26,0:00,2025-11-30,0:00,대구,대구광역시 동구
LNG,대구그린GT#1,274.0,2025-03-08,0:00,2025-03-10,6:00,,
LNG,대구그린GT#1,274.0,2025-05-17,0:00,2025-05-19,6:00,,
LNG,대구그린GT#1,274.0,2025-10-04,0:00,2025-10-15,0:00,,
LNG,대구그린GT#1,274.0,2025-11-10,0:00,2025-12-14,0:00,,
LNG,대구그린ST#1,141.0,2025-03-08,0:00,2025-03-10,6:00,,
LNG,대구그린ST#1,141.0,2025-05-17,0:00,2025-05-19,6:00,,
LNG,대구그린ST#1,141.0,2025-10-04,0:00,2025-10-15,0:00,,
LNG,대구그린ST#1,141.0,2025-11-10,0:00,2025-12-14,0:00,,
LNG,대구열병합1GT,166.7,2025-01-18,7:00,2025-01-19,9:00,대구,대구광역시 달서구
LNG,대구열병합1GT,166.7,2025-01-25,10:00,2025-01-28,0:00,대구,대구광역시 달서구
LNG,대구열병합1GT,166.7,2025-01-29,0:00,2025-02-03,0:00,대구,대구광역시 달서구
LNG,대구열병합1GT,166.7,2025-02-15,6:00,2025-02-16,0:00,대구,대구광역시 달서구
LNG,대구열병합1ST,103.3,2025-01-18,7:00,2025-01-19,9:00,대구,대구광역시 달서구
LNG,대구열병합1ST,103.3,2025-01-25,10:00,2025-01-28,0:00,대구,대구광역시 달서구
LNG,대구열병합1ST,103.3,2025-01-29,0:00,2025-02-03,0:00,대구,대구광역시 달서구
LNG,대구열병합1ST,103.3,2025-02-15,6:00,2025-02-16,0:00,대구,대구광역시 달서구
경유,대산GT#1,93.7,2025-06-16,9:00,2025-06-30,18:00,충남,충청남도 서산시
경유,대산GT#1,93.7,2025-10-01,9:00,2025-10-31,18:00,충남,충청남도 서산시
경유,대산GT#2,93.7,2025-06-16,9:00,2025-06-30,18:00,충남,충청남도 서산시
경유,대산GT#2,93.7,2025-10-01,9:00,2025-10-31,18:00,충남,충청남도 서산시
경유,대산GT#3,93.7,2025-06-16,9:00,2025-06-30,18:00,충남,충청남도 서산시
경유,대산GT#3,93.7,2025-10-01,9:00,2025-10-31,18:00,충남,충청남도 서산시
경유,대산GT#4,93.7,2025-06-16,9:00,2025-06-30,18:00,충남,충청남도 서산시
경유,대산GT#4,93.7,2025-10-01,9:00,2025-10-31,18:00,충남,충청남도 서산시
중유,대산ST#1,91.0,2025-04-20,9:00,2025-05-13,18:00,충남,충청남도 서산시
중유,대산ST#1,91.0,2025-06-16,9:00,2025-06-30,18:00,충남,충청남도 서산시
중유,대산ST#1,91.0,2025-10-01,9:00,2025-10-31,18:00,충남,충청남도 서산시
LNG,대전서남부,48.3,2025-09-01,0:00,2025-11-01,0:00,대전,대전광역시 유성구
LNG,대전서남부,48.3,2025-11-24,0:00,2025-11-25,12:00,대전,대전광역시 유성구
LPG,대전열병합,88.0,2025-01-30,9:00,2025-02-01,20:00,대전,대전광역시 대덕구
LPG,대전열병합,88.0,2025-09-08,9:00,2025-10-26,18:00,대전,대전광역시 대덕구
수력,대청#1,45.0,2025-02-24,9:00,2025-02-24,16:00,충북,충청북도 청주시
수력,대청#1,45.0,2025-03-07,9:00,2025-03-07,16:00,충북,충청북도 청주시
수력,대청#1,45.0,2025-04-23,14:00,2025-04-23,15:00,충북,충청북도 청주시
수력,대청#1,45.0,2025-05-12,9:00,2025-05-16,18:00,충북,충청북도 청주시
수력,대청#1,45.0,2025-05-26,9:00,2025-05-30,18:00,충북,충청북도 청주시
수력,대청#1,45.0,2025-07-04,9:00,2025-07-04,12:00,충북,충청북도 청주시
수력,대청#1,45.0,2025-10-14,9:00,2025-12-29,18:00,충북,충청북도 청주시
수력,대청#2,45.0,2025-02-03,9:00,2025-02-07,18:00,충북,충청북도 청주시
수력,대청#2,45.0,2025-02-24,9:00,2025-03-10,23:59,충북,충청북도 청주시
수력,대청#2,45.0,2025-04-14,9:00,2025-04-18,18:00,충북,충청북도 청주시
수력,대청#2,45.0,2025-05-19,9:00,2025-05-23,18:00,충북,충청북도 청주시
수력,대청#2,45.0,2025-10-30,14:00,2025-10-30,15:00,충북,충청북도 청주시
수력,대청#2,45.0,2025-11-26,9:00,2025-11-26,18:00,충북,충청북도 청주시
LNG,동두천GT#1,286.3,2025-02-15,0:00,2025-02-17,0:00,경기,경기도 동두천시
LNG,동두천GT#1,286.3,2025-03-01,0:00,2025-03-03,0:00,경기,경기도 동두천시
LNG,동두천GT#1,286.3,2025-05-11,0:00,2025-06-30,0:00,경기,경기도 동두천시
LNG,동두천GT#1,286.3,2025-10-21,7:00,2025-10-22,0:00,경기,경기도 동두천시
LNG,동두천GT#1,286.3,2025-11-15,0:00,2025-11-17,0:00,경기,경기도 동두천시
LNG,동두천GT#2,286.3,2025-02-15,0:00,2025-02-17,0:00,경기,경기도 동두천시
LNG,동두천GT#2,286.3,2025-03-01,0:00,2025-03-03,0:00,경기,경기도 동두천시
LNG,동두천GT#2,286.3,2025-05-11,0:00,2025-06-14,0:00,경기,경기도 동두천시
LNG,동두천GT#2,286.3,2025-06-23,12:00,2025-06-24,12:00,경기,경기도 동두천시
LNG,동두천GT#2,286.3,2025-06-25,6:00,2025-06-28,0:00,경기,경기도 동두천시
LNG,동두천GT#2,286.3,2025-10-21,7:00,2025-10-22,0:00,경기,경기도 동두천시
LNG,동두천GT#2,286.3,2025-11-15,0:00,2025-11-17,0:00,경기,경기도 동두천시
LNG,동두천GT#3,286.3,2025-01-18,3:00,2025-01-19,0:00,경기,경기도 동두천시
LNG,동두천GT#3,286.3,2025-03-15,0:00,2025-03-17,0:00,경기,경기도 동두천시
LNG,동두천GT#3,286.3,2025-04-19,0:00,2025-04-21,0:00,경기,경기도 동두천시
LNG,동두천GT#3,286.3,2025-05-31,0:00,2025-06-02,0:00,경기,경기도 동두천시
LNG,동두천GT#3,286.3,2025-07-19,0:00,2025-07-21,0:00,경기,경기도 동두천시
LNG,동두천GT#3,286.3,2025-08-23,0:00,2025-08-25,0:00,경기,경기도 동두천시
LNG,동두천GT#3,286.3,2025-10-23,7:00,2025-10-24,0:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-03-15,0:00,2025-03-17,0:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-04-19,0:00,2025-04-21,0:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-05-24,0:00,2025-05-24,18:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-05-31,0:00,2025-06-02,0:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-07-19,0:00,2025-07-21,0:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-08-23,0:00,2025-08-25,0:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-10-23,7:00,2025-10-24,0:00,경기,경기도 동두천시
LNG,동두천GT#4,286.3,2025-11-02,0:00,2025-11-03,0:00,경기,경기도 동두천시
LNG,동두천ST#1,285.8,2025-02-15,0:00,2025-02-17,0:00,경기,경기도 동두천시
LNG,동두천ST#1,285.8,2025-03-01,0:00,2025-03-03,0:00,경기,경기도 동두천시
